generator,week,value
ES1 7 onwind new,45,0.0
ES1 7 onwind new,46,0.0
ES1 7 onwind new,47,0.0
ES1 7 onwind new,48,0.0
ES1 7 onwind new,49,0.0
ES1 7 onwind new,50,0.0
ES1 7 onwind new,51,0.0
ES1 7 onwind new,52,0.0
ES1 7 onwind new,53,0.0
ES1 7 solar new,1,0.0
ES1 7 solar new,2,0.0
ES1 7 solar new,3,0.0
ES1 7 solar new,4,0.0
ES1 7 solar new,5,0.0
ES1 7 solar new,6,0.0
ES1 7 solar new,7,0.0
ES1 7 solar new,8,0.0
ES1 7 solar new,9,0.0
ES1 7 solar new,10,0.0
ES1 7 solar new,11,0.0
ES1 7 solar new,12,0.0
ES1 7 solar new,13,0.0
ES1 7 solar new,14,0.0
ES1 7 solar new,15,0.0
ES1 7 solar new,16,0.0
ES1 7 solar new,17,0.0
ES1 7 solar new,18,0.0
ES1 7 solar new,19,0.0
ES1 7 solar new,20,0.0
ES1 7 solar new,21,0.0
ES1 7 solar new,22,0.0
ES1 7 solar new,23,0.0
ES1 7 solar new,24,0.0
ES1 7 solar new,25,0.0
ES1 7 solar new,26,0.0
ES1 7 solar new,27,0.0
ES1 7 solar new,28,0.0
ES1 7 solar new,29,0.0
ES1 7 solar new,30,0.0
ES1 7 solar new,31,0.0
ES1 7 solar new,32,0.0
ES1 7 solar new,33,0.0
ES1 7 solar new,34,0.0
ES1 7 solar new,35,0.0
ES1 7 solar new,36,0.0
ES1 7 solar new,37,0.0
ES1 7 solar new,38,0.0
ES1 7 solar new,39,0.0
ES1 7 solar new,40,0.0
ES1 7 solar new,41,0.0
ES1 7 solar new,42,0.0
ES1 7 solar new,43,0.0
ES1 7 solar new,44,0.0
ES1 7 solar new,45,0.0
ES1 7 solar new,46,0.0
ES1 7 solar new,47,0.0
ES1 7 solar new,48,0.0
ES1 7 solar new,49,0.0
ES1 7 solar new,50,0.0
ES1 7 solar new,51,0.0
ES1 7 solar new,52,0.0
ES1 7 solar new,53,330.22272329725877
ES1 8 CCGT new,1,0.0
ES1 8 CCGT new,2,0.0
ES1 8 CCGT new,3,0.0
ES1 8 CCGT new,4,0.0
ES1 8 CCGT new,5,0.0
ES1 8 CCGT new,6,0.0
ES1 8 CCGT new,7,0.0
ES1 8 CCGT new,8,0.0
ES1 8 CCGT new,9,0.0
ES1 8 CCGT new,10,0.0
ES1 8 CCGT new,11,0.0
ES1 8 CCGT new,12,0.0
ES1 8 CCGT new,13,0.0
ES1 8 CCGT new,14,0.0
ES1 8 CCGT new,15,0.0
ES1 8 CCGT new,16,0.0
ES1 8 CCGT new,17,0.0
ES1 8 CCGT new,18,0.0
ES1 8 CCGT new,19,0.0
ES1 8 CCGT new,20,0.0
ES1 8 CCGT new,21,0.0
ES1 8 CCGT new,22,0.0
ES1 8 CCGT new,23,0.0
ES1 8 CCGT new,24,0.0
ES1 8 CCGT new,25,0.0
ES1 8 CCGT new,26,0.0
ES1 8 CCGT new,27,0.0
ES1 8 CCGT new,28,0.0
ES1 8 CCGT new,29,0.0
ES1 8 CCGT new,30,0.0
ES1 8 CCGT new,31,0.0
ES1 8 CCGT new,32,0.0
ES1 8 CCGT new,33,0.0
ES1 8 CCGT new,34,0.0
ES1 8 CCGT new,35,0.0
ES1 8 CCGT new,36,0.0
ES1 8 CCGT new,37,0.0
ES1 8 CCGT new,38,0.0
ES1 8 CCGT new,39,0.0
ES1 8 CCGT new,40,0.0
ES1 8 CCGT new,41,0.0
ES1 8 CCGT new,42,0.0
ES1 8 CCGT new,43,0.0
ES1 8 CCGT new,44,0.0
ES1 8 CCGT new,45,0.0
ES1 8 CCGT new,46,0.0
ES1 8 CCGT new,47,0.0
ES1 8 CCGT new,48,0.0
ES1 8 CCGT new,49,0.0
ES1 8 CCGT new,50,0.0
ES1 8 CCGT new,51,0.0
ES1 8 CCGT new,52,0.0
ES1 8 CCGT new,53,0.0
ES1 8 offwind-ac new,1,0.0
ES1 8 offwind-ac new,2,0.0
ES1 8 offwind-ac new,3,0.0
ES1 8 offwind-ac new,4,0.0
ES1 8 offwind-ac new,5,0.0
ES1 8 offwind-ac new,6,0.0
ES1 8 offwind-ac new,7,0.0
ES1 8 offwind-ac new,8,0.0
ES1 8 offwind-ac new,9,0.0
ES1 8 offwind-ac new,10,0.0
ES1 8 offwind-ac new,11,0.0
ES1 8 offwind-ac new,12,0.0
ES1 8 offwind-ac new,13,0.0
ES1 8 offwind-ac new,14,0.0
ES1 8 offwind-ac new,15,0.0
ES1 8 offwind-ac new,16,0.0
ES1 8 offwind-ac new,17,0.0
ES1 8 offwind-ac new,18,0.0
ES1 8 offwind-ac new,19,0.0
ES1 8 offwind-ac new,20,0.0
ES1 8 offwind-ac new,21,0.0
ES1 8 offwind-ac new,22,0.0
ES1 8 offwind-ac new,23,0.0
ES1 8 offwind-ac new,24,0.0
ES1 8 offwind-ac new,25,0.0
ES1 8 offwind-ac new,26,0.0
ES1 8 offwind-ac new,27,0.0
ES1 8 offwind-ac new,28,0.0
ES1 8 offwind-ac new,29,0.0
ES1 8 offwind-ac new,30,0.0
ES1 8 offwind-ac new,31,0.0
ES1 8 offwind-ac new,32,0.0
ES1 8 offwind-ac new,33,0.0
ES1 8 offwind-ac new,34,0.0
ES1 8 offwind-ac new,35,0.0
ES1 8 offwind-ac new,36,0.0
ES1 8 offwind-ac new,37,0.0
ES1 8 offwind-ac new,38,0.0
ES1 8 offwind-ac new,39,0.0
ES1 8 offwind-ac new,40,0.0
ES1 8 offwind-ac new,41,0.0
ES1 8 offwind-ac new,42,0.0
ES1 8 offwind-ac new,43,0.0
ES1 8 offwind-ac new,44,0.0
ES1 8 offwind-ac new,45,0.0
ES1 8 offwind-ac new,46,0.0
ES1 8 offwind-ac new,47,0.0
ES1 8 offwind-ac new,48,0.0
ES1 8 offwind-ac new,49,0.0
ES1 8 offwind-ac new,50,0.0
ES1 8 offwind-ac new,51,0.0
ES1 8 offwind-ac new,52,0.0
ES1 8 offwind-ac new,53,0.0
ES1 8 onwind new,1,0.0
ES1 8 onwind new,2,0.0
ES1 8 onwind new,3,0.0
ES1 8 onwind new,4,0.0
ES1 8 onwind new,5,0.0
ES1 8 onwind new,6,0.0
ES1 8 onwind new,7,0.0
ES1 8 onwind new,8,0.0
ES1 8 onwind new,9,0.0
ES1 8 onwind new,10,0.0
ES1 8 onwind new,11,0.0
ES1 8 onwind new,12,0.0
ES1 8 onwind new,13,0.0
ES1 8 onwind new,14,0.0
ES1 8 onwind new,15,0.0
ES1 8 onwind new,16,0.0
ES1 8 onwind new,17,0.0
ES1 8 onwind new,18,0.0
ES1 8 onwind new,19,0.0
ES1 8 onwind new,20,0.0
ES1 8 onwind new,21,0.0
ES1 8 onwind new,22,0.0
ES1 8 onwind new,23,0.0
ES1 8 onwind new,24,0.0
ES1 8 onwind new,25,0.0
ES1 8 onwind new,26,0.0
ES1 8 onwind new,27,0.0
ES1 8 onwind new,28,0.0
ES1 8 onwind new,29,0.0
ES1 8 onwind new,30,0.0
ES1 8 onwind new,31,0.0
ES1 8 onwind new,32,0.0
ES1 8 onwind new,33,0.0
ES1 8 onwind new,34,0.0
ES1 8 onwind new,35,0.0
ES1 8 onwind new,36,0.0
ES1 8 onwind new,37,0.0
ES1 8 onwind new,38,0.0
ES1 8 onwind new,39,0.0
ES1 8 onwind new,40,0.0
ES1 8 onwind new,41,0.0
ES1 8 onwind new,42,0.0
ES1 8 onwind new,43,0.0
ES1 8 onwind new,44,0.0
ES1 8 onwind new,45,0.0
ES1 8 onwind new,46,0.0
ES1 8 onwind new,47,0.0
ES1 8 onwind new,48,0.0
ES1 8 onwind new,49,0.0
ES1 8 onwind new,50,0.0
ES1 8 onwind new,51,0.0
ES1 8 onwind new,52,0.0
ES1 8 onwind new,53,0.0
ES1 8 ror new,1,0.0
ES1 8 ror new,2,0.0
ES1 8 ror new,3,0.0
ES1 8 ror new,4,0.0
ES1 8 ror new,5,0.0
ES1 8 ror new,6,0.0
ES1 8 ror new,7,0.0
ES1 8 ror new,8,0.0
ES1 8 ror new,9,0.0
ES1 8 ror new,10,0.0
ES1 8 ror new,11,0.0
ES1 8 ror new,12,0.0
ES1 8 ror new,13,0.0
ES1 8 ror new,14,0.0
ES1 8 ror new,15,0.0
ES1 8 ror new,16,0.0
ES1 8 ror new,17,0.0
ES1 8 ror new,18,0.0
ES1 8 ror new,19,0.0
ES1 8 ror new,20,0.0
ES1 8 ror new,21,0.0
ES1 8 ror new,22,0.0
ES1 8 ror new,23,0.0
ES1 8 ror new,24,0.0
ES1 8 ror new,25,0.0
ES1 8 ror new,26,0.0
ES1 8 ror new,27,0.0
ES1 8 ror new,28,0.0
ES1 8 ror new,29,0.0
ES1 8 ror new,30,0.0
ES1 8 ror new,31,0.0
ES1 8 ror new,32,0.0
ES1 8 ror new,33,0.0
ES1 8 ror new,34,0.0
ES1 8 ror new,35,0.0
ES1 8 ror new,36,0.0
ES1 8 ror new,37,0.0
ES1 8 ror new,38,0.0
ES1 8 ror new,39,0.0
ES1 8 ror new,40,0.0
ES1 8 ror new,41,0.0
ES1 8 ror new,42,0.0
ES1 8 ror new,43,0.0
ES1 8 ror new,44,0.0
ES1 8 ror new,45,0.0
ES1 8 ror new,46,0.0
ES1 8 ror new,47,0.0
ES1 8 ror new,48,0.0
ES1 8 ror new,49,0.0
ES1 8 ror new,50,0.0
ES1 8 ror new,51,0.0
ES1 8 ror new,52,0.0
ES1 8 ror new,53,0.0
ES1 8 solar new,1,0.0
ES1 8 solar new,2,0.0
ES1 8 solar new,3,0.0
ES1 8 solar new,4,0.0
ES1 8 solar new,5,0.0
ES1 8 solar new,6,0.0
ES1 8 solar new,7,0.0
ES1 8 solar new,8,0.0
ES1 8 solar new,9,0.0
ES1 8 solar new,10,0.0
ES1 8 solar new,11,0.0
ES1 8 solar new,12,0.0
ES1 8 solar new,13,0.0
ES1 8 solar new,14,0.0
ES1 8 solar new,15,0.0
ES1 8 solar new,16,0.0
ES1 8 solar new,17,0.0
ES1 8 solar new,18,0.0
ES1 8 solar new,19,0.0
ES1 8 solar new,20,0.0
ES1 8 solar new,21,0.0
ES1 8 solar new,22,0.0
ES1 8 solar new,23,0.0
ES1 8 solar new,24,0.0
ES1 8 solar new,25,0.0
ES1 8 solar new,26,0.0
ES1 8 solar new,27,0.0
ES1 8 solar new,28,0.0
ES1 8 solar new,29,0.0
ES1 8 solar new,30,0.0
ES1 8 solar new,31,0.0
ES1 8 solar new,32,0.0
ES1 8 solar new,33,0.0
ES1 8 solar new,34,0.0
ES1 8 solar new,35,0.0
ES1 8 solar new,36,0.0
ES1 8 solar new,37,0.0
ES1 8 solar new,38,0.0
ES1 8 solar new,39,0.0
ES1 8 solar new,40,0.0
ES1 8 solar new,41,0.0
ES1 8 solar new,42,0.0
ES1 8 solar new,43,0.0
ES1 8 solar new,44,0.0
ES1 8 solar new,45,0.0
ES1 8 solar new,46,0.0
ES1 8 solar new,47,0.0
ES1 8 solar new,48,0.0
ES1 8 solar new,49,0.0
ES1 8 solar new,50,0.0
ES1 8 solar new,51,0.0
ES1 8 solar new,52,0.0
ES1 8 solar new,53,106.24136512638414
PT1 0 CCGT new,1,0.0
PT1 0 CCGT new,2,0.0
PT1 0 CCGT new,3,0.0
PT1 0 CCGT new,4,0.0
PT1 0 CCGT new,5,0.0
PT1 0 CCGT new,6,0.0
PT1 0 CCGT new,7,0.0
PT1 0 CCGT new,8,0.0
PT1 0 CCGT new,9,0.0
PT1 0 CCGT new,10,0.0
PT1 0 CCGT new,11,0.0
PT1 0 CCGT new,12,0.0
PT1 0 CCGT new,13,0.0
PT1 0 CCGT new,14,0.0
PT1 0 CCGT new,15,0.0
PT1 0 CCGT new,16,0.0
PT1 0 CCGT new,17,0.0
PT1 0 CCGT new,18,0.0
PT1 0 CCGT new,19,0.0
PT1 0 CCGT new,20,0.0
PT1 0 CCGT new,21,0.0
PT1 0 CCGT new,22,0.0
PT1 0 CCGT new,23,0.0
PT1 0 CCGT new,24,0.0
PT1 0 CCGT new,25,0.0
PT1 0 CCGT new,26,0.0
PT1 0 CCGT new,27,0.0
PT1 0 CCGT new,28,0.0
PT1 0 CCGT new,29,0.0
PT1 0 CCGT new,30,0.0
PT1 0 CCGT new,31,0.0
PT1 0 CCGT new,32,0.0
PT1 0 CCGT new,33,0.0
PT1 0 CCGT new,34,0.0
PT1 0 CCGT new,35,0.0
PT1 0 CCGT new,36,0.0
PT1 0 CCGT new,37,0.0
PT1 0 CCGT new,38,0.0
PT1 0 CCGT new,39,0.0
PT1 0 CCGT new,40,0.0
PT1 0 CCGT new,41,0.0
PT1 0 CCGT new,42,0.0
PT1 0 CCGT new,43,0.0
PT1 0 CCGT new,44,0.0
PT1 0 CCGT new,45,0.0
PT1 0 CCGT new,46,0.0
PT1 0 CCGT new,47,0.0
PT1 0 CCGT new,48,0.0
PT1 0 CCGT new,49,0.0
PT1 0 CCGT new,50,0.0
PT1 0 CCGT new,51,0.0
PT1 0 CCGT new,52,0.0
PT1 0 CCGT new,53,0.0
PT1 0 offwind-ac new,1,0.0
PT1 0 offwind-ac new,2,0.0
PT1 0 offwind-ac new,3,0.0
PT1 0 offwind-ac new,4,0.0
PT1 0 offwind-ac new,5,0.0
PT1 0 offwind-ac new,6,0.0
PT1 0 offwind-ac new,7,0.0
PT1 0 offwind-ac new,8,0.0
PT1 0 offwind-ac new,9,0.0
PT1 0 offwind-ac new,10,0.0
PT1 0 offwind-ac new,11,0.0
PT1 0 offwind-ac new,12,0.0
PT1 0 offwind-ac new,13,0.0
PT1 0 offwind-ac new,14,0.0
PT1 0 offwind-ac new,15,0.0
PT1 0 offwind-ac new,16,0.0
PT1 0 offwind-ac new,17,0.0
PT1 0 offwind-ac new,18,0.0
PT1 0 offwind-ac new,19,0.0
PT1 0 offwind-ac new,20,0.0
PT1 0 offwind-ac new,21,0.0
PT1 0 offwind-ac new,22,0.0
PT1 0 offwind-ac new,23,0.0
PT1 0 offwind-ac new,24,0.0
PT1 0 offwind-ac new,25,0.0
PT1 0 offwind-ac new,26,0.0
PT1 0 offwind-ac new,27,0.0
PT1 0 offwind-ac new,28,0.0
PT1 0 offwind-ac new,29,0.0
PT1 0 offwind-ac new,30,0.0
PT1 0 offwind-ac new,31,0.0
PT1 0 offwind-ac new,32,0.0
PT1 0 offwind-ac new,33,0.0
PT1 0 offwind-ac new,34,0.0
PT1 0 offwind-ac new,35,0.0
PT1 0 offwind-ac new,36,0.0
PT1 0 offwind-ac new,37,0.0
PT1 0 offwind-ac new,38,0.0
PT1 0 offwind-ac new,39,0.0
PT1 0 offwind-ac new,40,0.0
PT1 0 offwind-ac new,41,0.0
PT1 0 offwind-ac new,42,0.0
PT1 0 offwind-ac new,43,0.0
PT1 0 offwind-ac new,44,0.0
PT1 0 offwind-ac new,45,0.0
PT1 0 offwind-ac new,46,0.0
PT1 0 offwind-ac new,47,0.0
PT1 0 offwind-ac new,48,0.0
PT1 0 offwind-ac new,49,0.0
PT1 0 offwind-ac new,50,0.0
PT1 0 offwind-ac new,51,0.0
PT1 0 offwind-ac new,52,0.0
PT1 0 offwind-ac new,53,0.0
PT1 0 onwind new,1,0.0
PT1 0 onwind new,2,0.0
PT1 0 onwind new,3,0.0
PT1 0 onwind new,4,0.0
PT1 0 onwind new,5,0.0
PT1 0 onwind new,6,0.0
PT1 0 onwind new,7,0.0
PT1 0 onwind new,8,0.0
PT1 0 onwind new,9,0.0
PT1 0 onwind new,10,0.0
PT1 0 onwind new,11,0.0
PT1 0 onwind new,12,0.0
PT1 0 onwind new,13,0.0
PT1 0 onwind new,14,0.0
PT1 0 onwind new,15,0.0
PT1 0 onwind new,16,0.0
PT1 0 onwind new,17,0.0
PT1 0 onwind new,18,0.0
PT1 0 onwind new,19,0.0
PT1 0 onwind new,20,0.0
PT1 0 onwind new,21,0.0
PT1 0 onwind new,22,0.0
PT1 0 onwind new,23,0.0
PT1 0 onwind new,24,0.0
PT1 0 onwind new,25,0.0
PT1 0 onwind new,26,0.0
PT1 0 onwind new,27,0.0
PT1 0 onwind new,28,0.0
PT1 0 onwind new,29,0.0
PT1 0 onwind new,30,0.0
PT1 0 onwind new,31,0.0
PT1 0 onwind new,32,0.0
PT1 0 onwind new,33,0.0
PT1 0 onwind new,34,0.0
PT1 0 onwind new,35,0.0
PT1 0 onwind new,36,0.0
PT1 0 onwind new,37,0.0
PT1 0 onwind new,38,0.0
PT1 0 onwind new,39,0.0
PT1 0 onwind new,40,0.0
PT1 0 onwind new,41,0.0
PT1 0 onwind new,42,0.0
PT1 0 onwind new,43,0.0
PT1 0 onwind new,44,0.0
PT1 0 onwind new,45,0.0
PT1 0 onwind new,46,0.0
PT1 0 onwind new,47,0.0
PT1 0 onwind new,48,0.0
PT1 0 onwind new,49,0.0
PT1 0 onwind new,50,0.0
PT1 0 onwind new,51,0.0
PT1 0 onwind new,52,0.0
PT1 0 onwind new,53,0.0
PT1 0 ror new,1,0.0
PT1 0 ror new,2,0.0
PT1 0 ror new,3,0.0
PT1 0 ror new,4,0.0
PT1 0 ror new,5,0.0
PT1 0 ror new,6,0.0
PT1 0 ror new,7,0.0
PT1 0 ror new,8,0.0
PT1 0 ror new,9,0.0
PT1 0 ror new,10,0.0
PT1 0 ror new,11,0.0
PT1 0 ror new,12,0.0
PT1 0 ror new,13,0.0
PT1 0 ror new,14,0.0
PT1 0 ror new,15,0.0
PT1 0 ror new,16,0.0
PT1 0 ror new,17,0.0
PT1 0 ror new,18,0.0
PT1 0 ror new,19,0.0
PT1 0 ror new,20,0.0
PT1 0 ror new,21,0.0
PT1 0 ror new,22,0.0
PT1 0 ror new,23,0.0
PT1 0 ror new,24,0.0
PT1 0 ror new,25,0.0
PT1 0 ror new,26,0.0
PT1 0 ror new,27,0.0
PT1 0 ror new,28,0.0
PT1 0 ror new,29,0.0
PT1 0 ror new,30,0.0
PT1 0 ror new,31,0.0
PT1 0 ror new,32,0.0
PT1 0 ror new,33,0.0
PT1 0 ror new,34,0.0
PT1 0 ror new,35,0.0
PT1 0 ror new,36,0.0
PT1 0 ror new,37,0.0
PT1 0 ror new,38,0.0
PT1 0 ror new,39,0.0
PT1 0 ror new,40,0.0
PT1 0 ror new,41,0.0
PT1 0 ror new,42,0.0
PT1 0 ror new,43,0.0
PT1 0 ror new,44,0.0
PT1 0 ror new,45,0.0
PT1 0 ror new,46,0.0
PT1 0 ror new,47,0.0
PT1 0 ror new,48,0.0
PT1 0 ror new,49,0.0
PT1 0 ror new,50,0.0
PT1 0 ror new,51,0.0
PT1 0 ror new,52,0.0
PT1 0 ror new,53,0.0
PT1 0 solar new,1,0.0
PT1 0 solar new,2,0.0
PT1 0 solar new,3,0.0
PT1 0 solar new,4,0.0
PT1 0 solar new,5,0.0
PT1 0 solar new,6,0.0
PT1 0 solar new,7,0.0
PT1 0 solar new,8,0.0
PT1 0 solar new,9,0.0
PT1 0 solar new,10,0.0
PT1 0 solar new,11,0.0
PT1 0 solar new,12,0.0
PT1 0 solar new,13,0.0
PT1 0 solar new,14,0.0
PT1 0 solar new,15,0.0
PT1 0 solar new,16,0.0
PT1 0 solar new,17,0.0
PT1 0 solar new,18,0.0
PT1 0 solar new,19,0.0
PT1 0 solar new,20,0.0
PT1 0 solar new,21,0.0
PT1 0 solar new,22,0.0
PT1 0 solar new,23,0.0
PT1 0 solar new,24,0.0
PT1 0 solar new,25,0.0
PT1 0 solar new,26,0.0
PT1 0 solar new,27,0.0
PT1 0 solar new,28,0.0
PT1 0 solar new,29,0.0
PT1 0 solar new,30,0.0
PT1 0 solar new,31,0.0
PT1 0 solar new,32,0.0
PT1 0 solar new,33,0.0
PT1 0 solar new,34,0.0
PT1 0 solar new,35,0.0
PT1 0 solar new,36,0.0
PT1 0 solar new,37,0.0
PT1 0 solar new,38,0.0
PT1 0 solar new,39,0.0
PT1 0 solar new,40,0.0
PT1 0 solar new,41,0.0
PT1 0 solar new,42,0.0
PT1 0 solar new,43,0.0
PT1 0 solar new,44,0.0
PT1 0 solar new,45,0.0
PT1 0 solar new,46,0.0
PT1 0 solar new,47,0.0
PT1 0 solar new,48,0.0
PT1 0 solar new,49,0.0
PT1 0 solar new,50,0.0
PT1 0 solar new,51,0.0
PT1 0 solar new,52,0.0
PT1 0 solar new,53,75.47328023624185
PT1 1 CCGT new,1,0.0
PT1 1 CCGT new,2,0.0
PT1 1 CCGT new,3,0.0
PT1 1 CCGT new,4,0.0
PT1 1 CCGT new,5,0.0
PT1 1 CCGT new,6,0.0
PT1 1 CCGT new,7,0.0
PT1 1 CCGT new,8,0.0
PT1 1 CCGT new,9,0.0
PT1 1 CCGT new,10,0.0
PT1 1 CCGT new,11,0.0
PT1 1 CCGT new,12,0.0
PT1 1 CCGT new,13,0.0
PT1 1 CCGT new,14,0.0
PT1 1 CCGT new,15,0.0
PT1 1 CCGT new,16,0.0
PT1 1 CCGT new,17,0.0
PT1 1 CCGT new,18,0.0
PT1 1 CCGT new,19,0.0
PT1 1 CCGT new,20,0.0
PT1 1 CCGT new,21,0.0
PT1 1 CCGT new,22,0.0
PT1 1 CCGT new,23,0.0
PT1 1 CCGT new,24,0.0
PT1 1 CCGT new,25,0.0
PT1 1 CCGT new,26,0.0
PT1 1 CCGT new,27,0.0
PT1 1 CCGT new,28,0.0
PT1 1 CCGT new,29,0.0
PT1 1 CCGT new,30,0.0
PT1 1 CCGT new,31,0.0
PT1 1 CCGT new,32,0.0
PT1 1 CCGT new,33,0.0
PT1 1 CCGT new,34,0.0
PT1 1 CCGT new,35,0.0
PT1 1 CCGT new,36,0.0
PT1 1 CCGT new,37,0.0
PT1 1 CCGT new,38,0.0
PT1 1 CCGT new,39,0.0
PT1 1 CCGT new,40,0.0
PT1 1 CCGT new,41,0.0
PT1 1 CCGT new,42,0.0
PT1 1 CCGT new,43,0.0
PT1 1 CCGT new,44,0.0
PT1 1 CCGT new,45,0.0
PT1 1 CCGT new,46,0.0
PT1 1 CCGT new,47,0.0
PT1 1 CCGT new,48,0.0
PT1 1 CCGT new,49,0.0
PT1 1 CCGT new,50,0.0
PT1 1 CCGT new,51,0.0
PT1 1 CCGT new,52,0.0
PT1 1 CCGT new,53,0.0
PT1 1 offwind-ac new,1,0.0
PT1 1 offwind-ac new,2,0.0
PT1 1 offwind-ac new,3,0.0
PT1 1 offwind-ac new,4,0.0
PT1 1 offwind-ac new,5,0.0
PT1 1 offwind-ac new,6,0.0
PT1 1 offwind-ac new,7,0.0
PT1 1 offwind-ac new,8,0.0
PT1 1 offwind-ac new,9,0.0
PT1 1 offwind-ac new,10,0.0
PT1 1 offwind-ac new,11,0.0
PT1 1 offwind-ac new,12,0.0
PT1 1 offwind-ac new,13,0.0
PT1 1 offwind-ac new,14,0.0
PT1 1 offwind-ac new,15,0.0
PT1 1 offwind-ac new,16,0.0
PT1 1 offwind-ac new,17,0.0
PT1 1 offwind-ac new,18,0.0
PT1 1 offwind-ac new,19,0.0
PT1 1 offwind-ac new,20,0.0
PT1 1 offwind-ac new,21,0.0
PT1 1 offwind-ac new,22,0.0
PT1 1 offwind-ac new,23,0.0
PT1 1 offwind-ac new,24,0.0
PT1 1 offwind-ac new,25,0.0
PT1 1 offwind-ac new,26,0.0
PT1 1 offwind-ac new,27,0.0
PT1 1 offwind-ac new,28,0.0
PT1 1 offwind-ac new,29,0.0
PT1 1 offwind-ac new,30,0.0
PT1 1 offwind-ac new,31,0.0
PT1 1 offwind-ac new,32,0.0
PT1 1 offwind-ac new,33,0.0
PT1 1 offwind-ac new,34,0.0
PT1 1 offwind-ac new,35,0.0
PT1 1 offwind-ac new,36,0.0
PT1 1 offwind-ac new,37,0.0
PT1 1 offwind-ac new,38,0.0
PT1 1 offwind-ac new,39,0.0
PT1 1 offwind-ac new,40,0.0
PT1 1 offwind-ac new,41,0.0
PT1 1 offwind-ac new,42,0.0
PT1 1 offwind-ac new,43,0.0
PT1 1 offwind-ac new,44,0.0
PT1 1 offwind-ac new,45,0.0
PT1 1 offwind-ac new,46,0.0
PT1 1 offwind-ac new,47,0.0
PT1 1 offwind-ac new,48,0.0
PT1 1 offwind-ac new,49,0.0
PT1 1 offwind-ac new,50,0.0
PT1 1 offwind-ac new,51,0.0
PT1 1 offwind-ac new,52,0.0
PT1 1 offwind-ac new,53,0.0
PT1 1 onwind new,1,0.0
PT1 1 onwind new,2,0.0
PT1 1 onwind new,3,0.0
PT1 1 onwind new,4,0.0
PT1 1 onwind new,5,0.0
PT1 1 onwind new,6,0.0
PT1 1 onwind new,7,0.0
PT1 1 onwind new,8,0.0
PT1 1 onwind new,9,0.0
PT1 1 onwind new,10,0.0
PT1 1 onwind new,11,0.0
PT1 1 onwind new,12,0.0
PT1 1 onwind new,13,0.0
PT1 1 onwind new,14,0.0
PT1 1 onwind new,15,0.0
PT1 1 onwind new,16,0.0
PT1 1 onwind new,17,0.0
PT1 1 onwind new,18,0.0
PT1 1 onwind new,19,0.0
PT1 1 onwind new,20,0.0
PT1 1 onwind new,21,0.0
PT1 1 onwind new,22,0.0
PT1 1 onwind new,23,0.0
PT1 1 onwind new,24,0.0
PT1 1 onwind new,25,0.0
PT1 1 onwind new,26,0.0
PT1 1 onwind new,27,0.0
PT1 1 onwind new,28,0.0
PT1 1 onwind new,29,0.0
PT1 1 onwind new,30,0.0
PT1 1 onwind new,31,0.0
PT1 1 onwind new,32,0.0
PT1 1 onwind new,33,0.0
PT1 1 onwind new,34,0.0
PT1 1 onwind new,35,0.0
PT1 1 onwind new,36,0.0
PT1 1 onwind new,37,0.0
PT1 1 onwind new,38,0.0
PT1 1 onwind new,39,0.0
PT1 1 onwind new,40,0.0
PT1 1 onwind new,41,0.0
PT1 1 onwind new,42,0.0
PT1 1 onwind new,43,0.0
PT1 1 onwind new,44,0.0
PT1 1 onwind new,45,0.0
PT1 1 onwind new,46,0.0
PT1 1 onwind new,47,0.0
PT1 1 onwind new,48,0.0
PT1 1 onwind new,49,0.0
PT1 1 onwind new,50,0.0
PT1 1 onwind new,51,0.0
PT1 1 onwind new,52,0.0
PT1 1 onwind new,53,0.0
PT1 1 ror new,1,0.0
PT1 1 ror new,2,0.0
PT1 1 ror new,3,0.0
PT1 1 ror new,4,0.0
PT1 1 ror new,5,0.0
PT1 1 ror new,6,0.0
PT1 1 ror new,7,0.0
PT1 1 ror new,8,0.0
PT1 1 ror new,9,0.0
PT1 1 ror new,10,0.0
PT1 1 ror new,11,0.0
PT1 1 ror new,12,0.0
PT1 1 ror new,13,0.0
PT1 1 ror new,14,0.0
PT1 1 ror new,15,0.0
PT1 1 ror new,16,0.0
PT1 1 ror new,17,0.0
PT1 1 ror new,18,0.0
PT1 1 ror new,19,0.0
PT1 1 ror new,20,0.0
PT1 1 ror new,21,0.0
PT1 1 ror new,22,0.0
PT1 1 ror new,23,0.0
PT1 1 ror new,24,0.0
PT1 1 ror new,25,0.0
PT1 1 ror new,26,0.0
PT1 1 ror new,27,0.0
PT1 1 ror new,28,0.0
PT1 1 ror new,29,0.0
PT1 1 ror new,30,0.0
PT1 1 ror new,31,0.0
PT1 1 ror new,32,0.0
PT1 1 ror new,33,0.0
PT1 1 ror new,34,0.0
PT1 1 ror new,35,0.0
PT1 1 ror new,36,0.0
PT1 1 ror new,37,0.0
PT1 1 ror new,38,0.0
PT1 1 ror new,39,0.0
PT1 1 ror new,40,0.0
PT1 1 ror new,41,0.0
PT1 1 ror new,42,0.0
PT1 1 ror new,43,0.0
PT1 1 ror new,44,0.0
PT1 1 ror new,45,0.0
PT1 1 ror new,46,0.0
PT1 1 ror new,47,0.0
PT1 1 ror new,48,0.0
PT1 1 ror new,49,0.0
PT1 1 ror new,50,0.0
PT1 1 ror new,51,0.0
PT1 1 ror new,52,0.0
